"term","estimate","std.error","statistic","p.value","Response","BHand","Pitch"
"zone11",-0.205040370175541,0.503793178434075,-0.406993145109392,0.68401302286417,"whiff","R","CH"
"zone12",-11.4961279318939,211.556306746256,-0.0543407479016098,0.956663685364866,"whiff","R","CH"
"zone13",-0.0742631721813914,0.375987807327471,-0.197514841529718,0.843424668343735,"whiff","R","CH"
"zone14",0.0481576722187621,0.383440773138048,0.125593509069585,0.900053701281734,"whiff","R","CH"
"dist_x",0.284255282087299,0.0974804103448789,2.91602467697482,0.0035452245935538,"whiff","R","CH"
"dist_z",-1.67437986400844,0.302461429565875,-5.53584589748083,0.0000000309729809539488,"whiff","R","CH"
"dist_prop",1.48208470978117,0.586100040800452,2.52872309607256,0.0114478305217373,"whiff","R","CH"
"I(dist_x^2)",-0.873218717995801,0.186443284097011,-4.68356220083232,0.00000281931846854238,"whiff","R","CH"
"I(dist_z^2)",-1.3771994363559,0.199234950623785,-6.91243896738006,0.00000000000476390985919876,"whiff","R","CH"
"pred",47.224573273036,3.44409138624307,13.7117654489854,0.000000000000000000000000000000000000000000863313465213337,"whiff","R","CH"
"(Intercept)",-7.626526184031,0.683479834576933,-11.158377757775,0.0000000000000000000000000000651698835734797,"Barrel","R","CH"
"pfx_x",-0.178428711724318,0.103355782050539,-1.72635442530994,0.0842836695468426,"Barrel","R","CH"
"pfx_z",0.158099070048027,0.0609950777634745,2.59199718805344,0.00954205515173396,"Barrel","R","CH"
"pfx_total",-0.278238116357376,0.122036254630008,-2.27996276353239,0.0226098970348324,"Barrel","R","CH"
"dist_x",1.54308939418921,0.329397659860553,4.6845791036963,0.00000280535809618597,"Barrel","R","CH"
"I(dist_x^2)",-1.35999911167911,0.252712700894251,-5.38160174327055,0.0000000738259567102076,"Barrel","R","CH"
"I(dist_z^2)",-1.2605460673414,0.201259703800227,-6.26328094268011,0.000000000376960573251336,"Barrel","R","CH"
"pred",313.612668882372,25.4088551864515,12.3426524564395,0.0000000000000000000000000000000000533682709381044,"Barrel","R","CH"
"(Intercept)",-13.032556484834,1.27556577627113,-10.2170791403107,0.00000000000000000000000166275644775443,"STRIKE","R","CH"
"pitch_speed",-0.021691281627385,0.0104764120173703,-2.07048764323319,0.038406702014443,"STRIKE","R","CH"
"pfx_x",0.0357433227611757,0.0217411578813559,1.64403951970872,0.100168039409681,"STRIKE","R","CH"
"pfx_z",-0.0294678786842144,0.0110257017511082,-2.67265334664549,0.00752539708750588,"STRIKE","R","CH"
"pfx_total",0.0829166420059979,0.0270858431337002,3.06125386596635,0.00220412126648604,"STRIKE","R","CH"
"zone1",-0.510796736694168,0.296216009822226,-1.72440624327065,0.0846345312859456,"STRIKE","R","CH"
"zone2",-0.582278488945694,0.291556923359786,-1.99713483815013,0.0458105373219914,"STRIKE","R","CH"
"zone3",0.484104722557925,0.406078815970529,1.19214473525518,0.23320449861943,"STRIKE","R","CH"
"zone4",-1.06031920142301,0.24671235782771,-4.29779525743691,0.000017250539187577,"STRIKE","R","CH"
"zone6",-0.0999028404541642,0.255090866446057,-0.391636289632856,0.695326970303399,"STRIKE","R","CH"
"zone7",-0.450994691308258,0.257255980065804,-1.75309701719236,0.0795853554642189,"STRIKE","R","CH"
"zone8",-0.411036765864837,0.218885131163716,-1.87786517832223,0.0603996110630668,"STRIKE","R","CH"
"zone9",-0.10394151479966,0.261589422138026,-0.397346016326365,0.691112318313064,"STRIKE","R","CH"
"zone11",-1.65472404072683,0.346081709316797,-4.78131029806062,0.00000174156299593587,"STRIKE","R","CH"
"zone12",-1.2827115970091,0.56435017660431,-2.27290014282829,0.0230321982016508,"STRIKE","R","CH"
"zone13",-0.417729621144465,0.288805292775512,-1.44640569821262,0.148063444555636,"STRIKE","R","CH"
"zone14",-0.580037535225623,0.292168292681752,-1.98528570606201,0.047112693438412,"STRIKE","R","CH"
"dist_prop",2.97190003880615,0.444926020515005,6.6795375001133,0.0000000000239697501448765,"STRIKE","R","CH"
"I(dist_x^2)",-1.31612565960514,0.146779118449476,-8.96670911712944,0.000000000000000000305505581970987,"STRIKE","R","CH"
"I(dist_z^2)",-1.21971063047619,0.150027073608253,-8.12993682500981,0.000000000000000429514222542148,"STRIKE","R","CH"
"pred",46.3968251464892,3.33417211931259,13.9155458945098,0.0000000000000000000000000000000000000000000509692908424502,"STRIKE","R","CH"
"(Intercept)",-4.45059641919439,0.813041842308843,-5.47400661023271,0.0000000439972641395679,"whiff","L","CH"
"pitch_speed",-0.0354691467377285,0.00933859514893908,-3.79812446862074,0.000145795110172472,"whiff","L","CH"
"pfx_x",0.0619469152491177,0.0191724759200892,3.23103367073258,0.00123343409034775,"whiff","L","CH"
"pfx_z",-0.0183193354314662,0.00949999187769971,-1.92835274675013,0.0538112651127647,"whiff","L","CH"
"pfx_total",0.0823057969143485,0.0240315971132323,3.42489916614944,0.000615027637905305,"whiff","L","CH"
"zone1",0.0678187079491328,0.33164320063057,0.204492984690129,0.837968273577866,"whiff","L","CH"
"zone2",0.109314799437907,0.372372258174158,0.293563220777796,0.769091683566776,"whiff","L","CH"
"zone3",-0.904458039341549,1.05067884498464,-0.860832064582754,0.389330542258243,"whiff","L","CH"
"zone4",-0.588098593989296,0.210222350245795,-2.79750746436658,0.00514985772538513,"whiff","L","CH"
"zone6",-1.46095488634365,0.457874575146512,-3.19073162312226,0.0014191303717884,"whiff","L","CH"
"zone7",-0.467380790127568,0.229971103418793,-2.03234573030871,0.0421186679726238,"whiff","L","CH"
"zone8",-0.498638663269072,0.198165102402686,-2.51627888676282,0.0118601293111141,"whiff","L","CH"
"zone9",-0.991822356598836,0.278567701333976,-3.56043558477633,0.000370240128441336,"whiff","L","CH"
"zone11",-0.389164952834744,0.307719442843349,-1.26467456602297,0.205988010953595,"whiff","L","CH"
"zone12",-10.7620543787071,118.995169934826,-0.0904411026481286,0.927936695316968,"whiff","L","CH"
"zone13",-0.281821605206669,0.260954009244541,-1.07996656584254,0.280157068910615,"whiff","L","CH"
"zone14",-0.515453049530619,0.276425368766841,-1.86470963873577,0.0622221149834625,"whiff","L","CH"
"dist_x",0.243797352966991,0.0892858646615863,2.73052575445215,0.00632333921961439,"whiff","L","CH"
"dist_z",-1.26794840591947,0.164624515222366,-7.70206311135856,0.0000000000000133886727753345,"whiff","L","CH"
"dist_prop",1.11287552320077,0.39329983247246,2.82958555106605,0.0046608337180749,"whiff","L","CH"
"I(dist_x^2)",-0.67822149489658,0.121006005551627,-5.60485813745183,0.0000000208425602963834,"whiff","L","CH"
"I(dist_z^2)",-0.969459359199766,0.13131048352576,-7.38295475859385,0.000000000000154814645231698,"whiff","L","CH"
"release_spin_rate",0.000192065873763308,0.000114872304990515,1.67199460112833,0.094525386685909,"whiff","L","CH"
"pred",31.5892193910049,1.726241892351,18.2994165133966,0.00000000000000000000000000000000000000000000000000000000000000000000000000836398349890871,"whiff","L","CH"
"(Intercept)",-4.86440184844851,0.250280420638181,-19.4358065886455,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000384325845880697,"Barrel","L","CH"
"pfx_z",0.027073168484369,0.0155093318229168,1.74560508431223,0.0808795981712702,"Barrel","L","CH"
"I(dist_x^2)",-1.60917881538653,0.176769723364084,-9.10324904492942,0.0000000000000000000876690971213078,"Barrel","L","CH"
"I(dist_z^2)",-1.50102451644682,0.159428350385293,-9.41504138266043,0.00000000000000000000472896078758168,"Barrel","L","CH"
"pred",128.28555689194,9.81839863349559,13.0658330019615,0.00000000000000000000000000000000000000516165012537695,"Barrel","L","CH"
"(Intercept)",-4.59445792843848,0.66070676545884,-6.95385331077664,0.00000000000355441204038354,"STRIKE","L","CH"
"pitch_speed",-0.0281942799653574,0.00725356911480599,-3.88695268758206,0.000101510529611574,"STRIKE","L","CH"
"pfx_total",0.0156945895299134,0.00704009194442431,2.22931598817305,0.0257928875929123,"STRIKE","L","CH"
"zone1",-0.0570809160787017,0.201415404269858,-0.283398959903903,0.776871025597855,"STRIKE","L","CH"
"zone2",0.358312850307182,0.203080882049062,1.7643849420578,0.0776671916116745,"STRIKE","L","CH"
"zone3",1.23346480053062,0.364545688936419,3.38356710273908,0.000715507205635692,"STRIKE","L","CH"
"zone4",-0.840883953261931,0.148474237666232,-5.66350072901015,0.0000000148315540266419,"STRIKE","L","CH"
"zone6",0.39744927898853,0.203446120339885,1.95358495076995,0.0507503218166801,"STRIKE","L","CH"
"zone7",-0.694078867156388,0.167190074630166,-4.15143583548083,0.0000330395898915889,"STRIKE","L","CH"
"zone8",-0.536591767160445,0.141661509061609,-3.78784449435082,0.000151959905821264,"STRIKE","L","CH"
"zone9",-0.00875843691352557,0.189609562766053,-0.0461919577565402,0.963157252414891,"STRIKE","L","CH"
"zone11",-1.50789332706424,0.217627164967395,-6.92879185045745,0.00000000000424449774640853,"STRIKE","L","CH"
"zone12",-1.08737138620318,0.48062609838965,-2.26240603630648,0.0236723283304225,"STRIKE","L","CH"
"zone13",-0.983774778184142,0.189595962239929,-5.18879604059921,0.00000021165806550969,"STRIKE","L","CH"
"zone14",-1.36303822903789,0.203533019718183,-6.69688992442202,0.0000000000212901864508887,"STRIKE","L","CH"
"dist_x",0.108982036350209,0.0730994559826666,1.49087342559774,0.13599472955142,"STRIKE","L","CH"
"dist_z",-0.220725005210832,0.0863435114035843,-2.55635891594825,0.0105773954435872,"STRIKE","L","CH"
"dist_prop",2.33846545280107,0.286373690098092,8.1657831485849,0.000000000000000319356514569485,"STRIKE","L","CH"
"I(dist_x^2)",-1.16005412575778,0.0958921443835161,-12.0974886234497,0.00000000000000000000000000000000108891668940788,"STRIKE","L","CH"
"I(dist_z^2)",-1.0588230541466,0.0989640414578296,-10.6990684550589,0.000000000000000000000000010280652320346,"STRIKE","L","CH"
"release_spin_rate",0.000218444425247237,0.0000906259988024337,2.41039467850115,0.0159352715143426,"STRIKE","L","CH"
"pred",19.3284531853204,1.18262148282154,16.3437359003541,0.00000000000000000000000000000000000000000000000000000000000482064953575093,"STRIKE","L","CH"
"(Intercept)",-12.2772328890417,0.70312263020698,-17.4610122923047,0.0000000000000000000000000000000000000000000000000000000000000000000283855713878335,"whiff","R","CU"
"pfx_z",0.0491912264055998,0.00816081493877676,6.02773457977387,0.00000000166273816107127,"whiff","R","CU"
"pfx_total",0.034682129493291,0.0106946693288477,3.24293612330209,0.00118304731542489,"whiff","R","CU"
"zone1",-0.797201564277775,0.586587172020889,-1.35905045712351,0.174130600395934,"whiff","R","CU"
"zone2",-0.378660805407797,0.453879963178425,-0.83427521839941,0.404125913194953,"whiff","R","CU"
"zone3",-0.43811383834783,0.541980849392067,-0.808356676881216,0.418885284095473,"whiff","R","CU"
"zone4",-0.953515213834808,0.468951387062859,-2.03329223484522,0.0420230072282296,"whiff","R","CU"
"zone6",-0.42923436558924,0.342913907909345,-1.25172632456399,0.210669604364586,"whiff","R","CU"
"zone7",-0.371707995802193,0.426591147793713,-0.871344840896559,0.383565893634804,"whiff","R","CU"
"zone8",0.209671895607146,0.320074520199308,0.655072123443582,0.512421319143454,"whiff","R","CU"
"zone9",-0.0108188549235581,0.375216052552105,-0.0288336675629188,0.976997249203683,"whiff","R","CU"
"zone11",-1.0822900114406,0.710592329444954,-1.52308147244705,0.127738323531669,"whiff","R","CU"
"zone12",-0.83151099778335,0.584984036751108,-1.42142510828399,0.15519321141129,"whiff","R","CU"
"zone13",0.497681534539933,0.44704235737505,1.11327601586174,0.265589903900972,"whiff","R","CU"
"zone14",0.167277103350987,0.427290560112557,0.391483264472125,0.695440056629418,"whiff","R","CU"
"dist_x",-0.31620077330844,0.126302618614425,-2.50351716201335,0.0122965716549223,"whiff","R","CU"
"dist_z",-0.445034174343605,0.218871969502834,-2.0333082182908,0.0420213934030051,"whiff","R","CU"
"dist_prop",1.94450342511013,0.586883559122597,3.31326954876229,0.000922120634524453,"whiff","R","CU"
"I(dist_x^2)",-0.852893750735663,0.177998727508403,-4.79157217961234,0.00000165479466687999,"whiff","R","CU"
"I(dist_z^2)",-0.755156919504883,0.192369063913713,-3.92556320720887,0.0000865270446836708,"whiff","R","CU"
"release_spin_rate",0.00026502349331304,0.000167780109915422,1.57958826851787,0.114201187611396,"whiff","R","CU"
"pred",75.7284341103178,4.91145619503589,15.4187334882184,0.0000000000000000000000000000000000000000000000000000122482891631116,"whiff","R","CU"
"(Intercept)",-11.050620311807,0.9560791694999,-11.5582690893551,0.000000000000000000000000000000670466139264684,"Barrel","R","CU"
"pfx_total",0.0665035297510352,0.0239102101677356,2.78138624815498,0.00541272957636794,"Barrel","R","CU"
"zone1",-1.66487493039581,1.15870416253363,-1.43684210709607,0.150762862880466,"Barrel","R","CU"
"zone2",-1.40259114719361,0.745733383979102,-1.88082118532716,0.059996247287595,"Barrel","R","CU"
"zone3",0.217788973518158,0.809881606806209,0.268914581696718,0.787995415597808,"Barrel","R","CU"
"zone4",-0.440188853394367,0.587714829031938,-0.748983744581415,0.453867003057353,"Barrel","R","CU"
"zone6",-0.0507587197664456,0.543780315026477,-0.0933441655827026,0.925630146162615,"Barrel","R","CU"
"zone7",0.725062123564717,0.619487774531886,1.17042200568463,0.241831184248096,"Barrel","R","CU"
"zone8",-0.739372954660844,0.547287840832097,-1.35097639577868,0.176702994042952,"Barrel","R","CU"
"zone9",-0.681749653966959,0.670137107995055,-1.01732861206067,0.30899712977056,"Barrel","R","CU"
"zone11",0.0766124579441804,1.25708412328826,0.060944575247501,0.95140334948647,"Barrel","R","CU"
"zone12",-12.6924544555859,676.230547689415,-0.0187694189488395,0.985025049667566,"Barrel","R","CU"
"zone13",1.52673872876991,0.921448303498807,1.65689027042838,0.0975416618143816,"Barrel","R","CU"
"zone14",-0.819315995688221,1.25425823537286,-0.653227519327119,0.513609611468215,"Barrel","R","CU"
"dist_prop",3.24594555450494,2.20551523652377,1.47174025404651,0.141091032911653,"Barrel","R","CU"
"I(dist_x^2)",-3.65692909832503,1.34035207417879,-2.72833471799979,0.0063654980940761,"Barrel","R","CU"
"I(dist_z^2)",-3.18019056027804,1.30339200000214,-2.43993407990291,0.0146899422206143,"Barrel","R","CU"
"pred",467.322525460228,39.1695993080704,11.9307456219993,0.00000000000000000000000000000000818371699115561,"Barrel","R","CU"
"(Intercept)",-15.932928423909,1.05099450389366,-15.1598589382548,0.000000000000000000000000000000000000000000000000000652092367840905,"STRIKE","R","CU"
"pfx_z",0.00921185292564658,0.00520052167123956,1.77133247546893,0.076505430090088,"STRIKE","R","CU"
"zone1",0.441424577333776,0.235188292466107,1.87689860198883,0.0605319925278504,"STRIKE","R","CU"
"zone2",0.479925675616994,0.187995920644857,2.55285154045242,0.0106845027139083,"STRIKE","R","CU"
"zone3",0.0362211300392522,0.256947054137256,0.140967290560582,0.887895782613597,"STRIKE","R","CU"
"zone4",0.407312859872861,0.195393393416927,2.08457846373416,0.0371075810635138,"STRIKE","R","CU"
"zone6",-0.241589805929127,0.182325943996883,-1.32504349426682,0.185156725828151,"STRIKE","R","CU"
"zone7",-0.242164724702125,0.222961076321042,-1.08613004878677,0.277421459763487,"STRIKE","R","CU"
"zone8",-0.560580251863125,0.169813209968137,-3.30115808992898,0.00096286612033715,"STRIKE","R","CU"
"zone9",-0.61458601888189,0.208813426607804,-2.94323037012468,0.00324806620276935,"STRIKE","R","CU"
"zone11",-1.57188137173514,0.295827036322452,-5.31351492167803,0.00000010753062618155,"STRIKE","R","CU"
"zone12",-1.24662329113579,0.289687953580128,-4.30333148385811,0.0000168248829730969,"STRIKE","R","CU"
"zone13",-0.771536644401374,0.257483442968088,-2.99645148250172,0.0027314169928604,"STRIKE","R","CU"
"zone14",-0.970727806670451,0.243666799348832,-3.98383287860551,0.0000678125702676219,"STRIKE","R","CU"
"dist_x",-0.278435980071329,0.0851637568876067,-3.26941870869776,0.00107768698541149,"STRIKE","R","CU"
"dist_prop",1.74189338605587,0.346744455404473,5.02356521901404,0.000000507209897423378,"STRIKE","R","CU"
"I(dist_x^2)",-0.9261227921037,0.118416707326166,-7.82087944358052,0.00000000000000524555633629083,"STRIKE","R","CU"
"I(dist_z^2)",-0.713932338946209,0.116675063556961,-6.118979644675,0.000000000941764322517897,"STRIKE","R","CU"
"release_spin_rate",0.000233090517679306,0.000106270772488237,2.19336429219151,0.0282811428694259,"STRIKE","R","CU"
"pred",40.7193932409134,2.82555176414816,14.411129803948,0.0000000000000000000000000000000000000000000000440445989571384,"STRIKE","R","CU"
"(Intercept)",-14.9930571827133,1.02637095625435,-14.6078346151075,0.00000000000000000000000000000000000000000000000250349168481615,"whiff","L","CU"
"pitch_speed",0.0407370724094431,0.0107854086980915,3.77705412467601,0.000158694254724039,"whiff","L","CU"
"zone1",0.567347285541935,0.498123017152566,1.13897022624065,0.254715572762586,"whiff","L","CU"
"zone2",0.11067193983925,0.510520280062341,0.216782651270457,0.828377732751734,"whiff","L","CU"
"zone3",1.0865492157144,0.541809853869506,2.00540689312767,0.0449195653953417,"whiff","L","CU"
"zone4",-0.34326409508883,0.314076647107942,-1.09293097162635,0.274424108590744,"whiff","L","CU"
"zone6",-0.72266005321498,0.335756495771212,-2.15233379641718,0.0313710738237411,"whiff","L","CU"
"zone7",-0.66593953504534,0.347257704710468,-1.91770989098882,0.0551478068712855,"whiff","L","CU"
"zone8",-0.481357659660142,0.279316703486385,-1.72334004251058,0.0848270505750074,"whiff","L","CU"
"zone9",-0.656376386556475,0.336405164150122,-1.95114836662723,0.0510393990668004,"whiff","L","CU"
"zone11",0.175890260842927,0.562264097361616,0.31282499037068,0.75441362802646,"whiff","L","CU"
"zone12",0.192270689648724,0.671366173555322,0.286387216428443,0.774581564675397,"whiff","L","CU"
"zone13",-0.0151418709444533,0.378017942907674,-0.0400559582647945,0.968048513813067,"whiff","L","CU"
"zone14",-0.1365437054366,0.376953053561252,-0.362230002241944,0.71718016118229,"whiff","L","CU"
"dist_x",-0.467480002448695,0.101379183401569,-4.61120307703584,0.00000400345192444954,"whiff","L","CU"
"dist_z",-1.53272889612181,0.268632065405013,-5.70568109138772,0.0000000115878781759584,"whiff","L","CU"
"dist_prop",1.79428261768229,0.57284123900246,3.13225112913805,0.00173471426368683,"whiff","L","CU"
"I(dist_x^2)",-1.00296283297105,0.186606918463934,-5.37473552013504,0.0000000766951741880708,"whiff","L","CU"
"I(dist_z^2)",-1.24300593264441,0.186421931118922,-6.66770226648642,0.0000000000259839225184457,"whiff","L","CU"
"release_spin_rate",0.000513636202941701,0.000131714585943972,3.89961521163789,0.0000963456834277935,"whiff","L","CU"
"pred",68.2855288729939,4.46520338267741,15.292814911389,0.0000000000000000000000000000000000000000000000000000853786016512,"whiff","L","CU"
"(Intercept)",-6.76277174080082,0.502562923385007,-13.4565671801856,0.0000000000000000000000000000000000000000281702642291153,"Barrel","L","CU"
"pfx_total",-0.0644028615476916,0.0203452584359978,-3.16549734427264,0.00154818075107913,"Barrel","L","CU"
"dist_z",-1.09124671890136,0.358067117465922,-3.04760383088017,0.00230673819229486,"Barrel","L","CU"
"I(dist_x^2)",-1.63650559530205,0.304588294661559,-5.37284466929513,0.0000000775040905715601,"Barrel","L","CU"
"I(dist_z^2)",-1.76816865801289,0.332592398704557,-5.31632311772573,0.000000105885053650415,"Barrel","L","CU"
"pred",327.350165314751,27.4226628700131,11.9372129127806,0.00000000000000000000000000000000757180414131599,"Barrel","L","CU"
"(Intercept)",-10.8053913270404,0.669113884243292,-16.148807522146,0.000000000000000000000000000000000000000000000000000000000115778318577196,"STRIKE","L","CU"
"pfx_total",-0.0158444807024869,0.00538056410430284,-2.94476199806189,0.00323203175985358,"STRIKE","L","CU"
"zone1",0.882286169670764,0.205479160332656,4.29379878836571,0.000017564166704138,"STRIKE","L","CU"
"zone2",0.51242468507789,0.184006265285569,2.78482194224545,0.00535571243142037,"STRIKE","L","CU"
"zone3",0.383420605999017,0.27786788979217,1.37986654840109,0.167627737903742,"STRIKE","L","CU"
"zone4",0.24912825014739,0.144949328066391,1.71872649201438,0.085664185824727,"STRIKE","L","CU"
"zone6",-0.263146241288546,0.160909111933038,-1.63537190732899,0.101971107816299,"STRIKE","L","CU"
"zone7",-0.184847063508142,0.175291448460613,-1.05451272798214,0.29164823643466,"STRIKE","L","CU"
"zone8",-0.802832673469599,0.143475464093769,-5.5956095248795,0.0000000219848005652579,"STRIKE","L","CU"
"zone9",-0.940680826142998,0.184873537056649,-5.08823945881857,0.000000361402856768329,"STRIKE","L","CU"
"zone11",-0.926428401130127,0.240683978712469,-3.84914860592726,0.000118529085931959,"STRIKE","L","CU"
"zone12",-1.73198520722715,0.354338439186221,-4.88794049893331,0.000001018963147568,"STRIKE","L","CU"
"zone13",-1.12914097383934,0.203278323758028,-5.55465508060473,0.0000000278160465732715,"STRIKE","L","CU"
"zone14",-1.14801049568321,0.210683219747962,-5.44898875694308,0.0000000506570151412387,"STRIKE","L","CU"
"dist_x",-0.166701805489311,0.0640001002891401,-2.60471162914096,0.00919516148731366,"STRIKE","L","CU"
"dist_z",-0.215033413089215,0.0849473308944384,-2.53137339131268,0.011361682715815,"STRIKE","L","CU"
"dist_prop",1.63204785604105,0.298303475668521,5.47109902887826,0.0000000447253282339407,"STRIKE","L","CU"
"I(dist_x^2)",-1.01318040580384,0.105894036999673,-9.56787024567745,0.00000000000000000000109130490185246,"STRIKE","L","CU"
"I(dist_z^2)",-0.822609122977013,0.105382638154621,-7.80592645412855,0.000000000000005906601943455,"STRIKE","L","CU"
"release_spin_rate",0.000228851313727854,0.0000937355783486083,2.44145625129385,0.0146281606060443,"STRIKE","L","CU"
"pred",27.8260420714063,1.72577597149349,16.1237857816073,0.000000000000000000000000000000000000000000000000000000000173638318342666,"STRIKE","L","CU"
