"","x","z","response","hand","pitch","pred"
"6031",-1.4,-2,"barrel","right","fastball",-6.83877072832392
"6032",-1.4,-2,"barrel","right","slider",-10.3044863282048
"6033",-1.4,-2,"strike","left","changeup",-0.511201422522644
"6034",-1.4,-2,"strike","left","curveball",-0.628484148959307
"6035",-1.4,-2,"strike","left","fastball",-3.61476430181627
"6036",-1.4,-2,"strike","left","slider",0.53182500027627
"6037",-1.4,-2,"strike","right","changeup",-0.20311619311315
"6038",-1.4,-2,"strike","right","curveball",-0.0286159574942912
"6039",-1.4,-2,"strike","right","fastball",-3.1410222983565
"6040",-1.4,-2,"strike","right","slider",0.525248744130741
"6041",-1.4,-2,"whiff","left","changeup",-0.29569565564342
"6042",-1.4,-2,"whiff","left","curveball",1.16250102508752
"6043",-1.4,-2,"whiff","left","fastball",-6.3477438581422
"6044",-1.4,-2,"whiff","left","slider",2.53350143281971
"6045",-1.4,-2,"whiff","right","changeup",-0.651274212166228
"6046",-1.4,-2,"whiff","right","curveball",1.38758784257589
"6047",-1.4,-2,"whiff","right","fastball",-5.46632850872903
"6048",-1.4,-2,"whiff","right","slider",1.81532408708237
"6049",-1.4,-1.9,"barrel","left","changeup",-8.57268898253062
"6050",-1.4,-1.9,"barrel","left","curveball",-7.51727105630597
"6051",-1.4,-1.9,"barrel","left","fastball",-5.41593496414795
"6052",-1.4,-1.9,"barrel","left","slider",-6.75825175148691
"6053",-1.4,-1.9,"barrel","right","changeup",-9.3764947138584
"6054",-1.4,-1.9,"barrel","right","curveball",-10.9873623714962
"6055",-1.4,-1.9,"barrel","right","fastball",-6.39977749049902
"6056",-1.4,-1.9,"barrel","right","slider",-9.53759841089411
"6057",-1.4,-1.9,"strike","left","changeup",-0.310278012853316
"6058",-1.4,-1.9,"strike","left","curveball",-0.461735269853977
"6059",-1.4,-1.9,"strike","left","fastball",-3.14090565938292
"6060",-1.4,-1.9,"strike","left","slider",0.649876410087844
"6061",-1.4,-1.9,"strike","right","changeup",0.0311742741510734
"6062",-1.4,-1.9,"strike","right","curveball",0.108329962505882
"6063",-1.4,-1.9,"strike","right","fastball",-2.65653863652028
"6064",-1.4,-1.9,"strike","right","slider",0.631398287393552
"6065",-1.4,-1.9,"whiff","left","changeup",-0.134796195069677
"6066",-1.4,-1.9,"whiff","left","curveball",1.34825736943915
"6067",-1.4,-1.9,"whiff","left","fastball",-5.91157517317813
"6068",-1.4,-1.9,"whiff","left","slider",2.63269383427835
"6069",-1.4,-1.9,"whiff","right","changeup",-0.401988792595081
"6070",-1.4,-1.9,"whiff","right","curveball",1.4796506517573
"6071",-1.4,-1.9,"whiff","right","fastball",-5.06901908367798
"6072",-1.4,-1.9,"whiff","right","slider",1.86509529226356
"6073",-1.4,-1.8,"barrel","left","changeup",-8.01730991144529
"6074",-1.4,-1.8,"barrel","left","curveball",-6.97217332473133
"6075",-1.4,-1.8,"barrel","left","fastball",-5.00441279733165
"6076",-1.4,-1.8,"barrel","left","slider",-6.16332294437755
"6077",-1.4,-1.8,"barrel","right","changeup",-8.91009266894208
"6078",-1.4,-1.8,"barrel","right","curveball",-10.0695037431053
"6079",-1.4,-1.8,"barrel","right","fastball",-5.98156409660555
"6080",-1.4,-1.8,"barrel","right","slider",-8.81281561312593
"6081",-1.4,-1.8,"strike","left","changeup",-0.127040939976811
"6082",-1.4,-1.8,"strike","left","curveball",-0.309002766487944
"6083",-1.4,-1.8,"strike","left","fastball",-2.70030958891052
"6084",-1.4,-1.8,"strike","left","slider",0.756366828640677
"6085",-1.4,-1.8,"strike","right","changeup",0.245506044626964
"6086",-1.4,-1.8,"strike","right","curveball",0.233596985238149
"6087",-1.4,-1.8,"strike","right","fastball",-2.20455332620763
"6088",-1.4,-1.8,"strike","right","slider",0.726615266175926
"6089",-1.4,-1.8,"whiff","left","changeup",0.00837502819244751
"6090",-1.4,-1.8,"whiff","left","curveball",1.51183153478408
"6091",-1.4,-1.8,"whiff","left","fastball",-5.49531625768929
"6092",-1.4,-1.8,"whiff","left","slider",2.71766423967849
"6093",-1.4,-1.8,"whiff","right","changeup",-0.178035372756555
"6094",-1.4,-1.8,"whiff","right","curveball",1.55951246447593
"6095",-1.4,-1.8,"whiff","right","fastball",-4.68855842807606
"6096",-1.4,-1.8,"whiff","right","slider",1.905584516655
"6097",-1.4,-1.7,"barrel","left","changeup",-7.49195133068891
"6098",-1.4,-1.7,"barrel","left","curveball",-6.46243896631696
"6099",-1.4,-1.7,"barrel","left","fastball",-4.61513507196488
"6100",-1.4,-1.7,"barrel","left","slider",-5.60551548240326
"6101",-1.4,-1.7,"barrel","right","changeup",-8.46890154537259
"6102",-1.4,-1.7,"barrel","right","curveball",-9.20987818960165
"6103",-1.4,-1.7,"barrel","right","fastball",-5.5841305466435
"6104",-1.4,-1.7,"barrel","right","slider",-8.12996947966599
"6105",-1.4,-1.7,"strike","left","changeup",0.0388888930114613
"6106",-1.4,-1.7,"strike","left","curveball",-0.170022061811491
"6107",-1.4,-1.7,"strike","left","fastball",-2.29235945393943
"6108",-1.4,-1.7,"strike","left","slider",0.851630255528109
"6109",-1.4,-1.7,"strike","right","changeup",0.440360903540007
"6110",-1.4,-1.7,"strike","right","curveball",0.34746749519957
"6111",-1.4,-1.7,"strike","right","fastball",-1.78452819268761
"6112",-1.4,-1.7,"strike","right","slider",0.811159409136124
"6113",-1.4,-1.7,"whiff","left","changeup",0.133998426329731
"6114",-1.4,-1.7,"whiff","left","curveball",1.65351439862299
"6115",-1.4,-1.7,"whiff","left","fastball",-5.09875891970349
"6116",-1.4,-1.7,"whiff","left","slider",2.78885978216187
"6117",-1.4,-1.7,"whiff","right","changeup",0.0208263133430773
"6118",-1.4,-1.7,"whiff","right","curveball",1.62748851105882
"6119",-1.4,-1.7,"whiff","right","fastball",-4.32481111568776
"6120",-1.4,-1.7,"whiff","right","slider",1.93703779996671
"6121",-1.4,-1.6,"barrel","left","changeup",-6.99661324026146
"6122",-1.4,-1.6,"barrel","left","curveball",-5.98806798106284
"6123",-1.4,-1.6,"barrel","left","fastball",-4.24810178804764
"6124",-1.4,-1.6,"barrel","left","slider",-5.08482936556406
"6125",-1.4,-1.6,"barrel","right","changeup",-8.05292134314993
"6126",-1.4,-1.6,"barrel","right","curveball",-8.40789395811177
"6127",-1.4,-1.6,"barrel","right","fastball",-5.20747684061288
"6128",-1.4,-1.6,"barrel","right","slider",-7.48887057370315
"6129",-1.4,-1.6,"strike","left","changeup",0.187937800610081
"6130",-1.4,-1.6,"strike","left","curveball",-0.0444956249534343
"6131",-1.4,-1.6,"strike","left","fastball",-1.91636181419116
"6132",-1.4,-1.6,"strike","left","slider",0.936042290939533
"6133",-1.4,-1.6,"strike","right","changeup",0.616280643831106
"6134",-1.4,-1.6,"strike","right","curveball",0.450259048676712
"6135",-1.4,-1.6,"strike","right","fastball",-1.39585803004115
"6136",-1.4,-1.6,"strike","right","slider",0.885322794872974
"6137",-1.4,-1.6,"whiff","left","changeup",0.242276882378176
"6138",-1.4,-1.6,"whiff","left","curveball",1.77363306807371
"6139",-1.4,-1.6,"whiff","left","fastball",-4.72166903634833
"6140",-1.4,-1.6,"whiff","left","slider",2.84678328657041
"6141",-1.4,-1.6,"whiff","right","changeup",0.194866457508083
"6142",-1.4,-1.6,"whiff","right","curveball",1.68393328466371
"6143",-1.4,-1.6,"whiff","right","fastball",-3.9776248525561
"6144",-1.4,-1.6,"whiff","right","slider",1.959731826852
"6145",-1.4,-1.5,"barrel","left","changeup",-6.53129564016294
"6146",-1.4,-1.5,"barrel","left","curveball",-5.54906036896898
"6147",-1.4,-1.5,"barrel","left","fastball",-3.90331294557993
"6148",-1.4,-1.5,"barrel","left","slider",-4.60126459385993
"6149",-1.4,-1.5,"barrel","right","changeup",-7.6621520622741
"6150",-1.4,-1.5,"barrel","right","curveball",-7.66288634814798
"6151",-1.4,-1.5,"barrel","right","fastball",-4.85160297851368
"6152",-1.4,-1.5,"barrel","right","slider",-6.88930610583435
"6153",-1.4,-1.5,"strike","left","changeup",0.320584650717691
"6154",-1.4,-1.5,"strike","left","curveball",0.0679107527128173
"6155",-1.4,-1.5,"strike","left","fastball",-1.57153774638228
"6156",-1.4,-1.5,"strike","left","slider",1.01002483671977
"6157",-1.4,-1.5,"strike","right","changeup",0.773873847305419
"6158",-1.4,-1.5,"strike","right","curveball",0.542328348320213
"6159",-1.4,-1.5,"strike","right","fastball",-1.03786302632736
"6160",-1.4,-1.5,"strike","right","slider",0.949433507618483
"6161",-1.4,-1.5,"whiff","left","changeup",0.333438289532705
"6162",-1.4,-1.5,"whiff","left","curveball",1.87255497398528
"6163",-1.4,-1.5,"whiff","left","fastball",-4.36378362353973
"6164",-1.4,-1.5,"whiff","left","slider",2.89199956286541
"6165",-1.4,-1.5,"whiff","right","changeup",0.344388559107987
"6166",-1.4,-1.5,"whiff","right","curveball",1.7292449781602
"6167",-1.4,-1.5,"whiff","right","fastball",-3.64682857087223
"6168",-1.4,-1.5,"whiff","right","slider",1.97397738992746
"6169",-1.4,-1.4,"barrel","left","changeup",-6.09599853039337
"6170",-1.4,-1.4,"barrel","left","curveball",-5.14541613003538
"6171",-1.4,-1.4,"barrel","left","fastball",-3.58076854456174
"6172",-1.4,-1.4,"barrel","left","slider",-4.15482116729088
"6173",-1.4,-1.4,"barrel","right","changeup",-7.29659370274509
"6174",-1.4,-1.4,"barrel","right","curveball",-6.97411021459426
"6175",-1.4,-1.4,"barrel","right","fastball",-4.51650896034591
"6176",-1.4,-1.4,"barrel","right","slider",-6.33103753405849
"6177",-1.4,-1.4,"strike","left","changeup",0.437366265681388
"6178",-1.4,-1.4,"strike","left","curveball",0.167571727036724
"6179",-1.4,-1.4,"strike","left","fastball",-1.25701405891573
"6180",-1.4,-1.4,"strike","left","slider",1.07405085490953
"6181",-1.4,-1.4,"strike","right","changeup",0.913822748696092
"6182",-1.4,-1.4,"strike","right","curveball",0.624075266317527
"6183",-1.4,-1.4,"strike","right","fastball",-0.70978109613033
"6184",-1.4,-1.4,"strike","right","slider",1.00385933762957
"6185",-1.4,-1.4,"whiff","left","changeup",0.407738121505649
"6186",-1.4,-1.4,"whiff","left","curveball",1.95069201511164
"6187",-1.4,-1.4,"whiff","left","fastball",-4.02480786984083
"6188",-1.4,-1.4,"whiff","left","slider",2.92514177649798
"6189",-1.4,-1.4,"whiff","right","changeup",0.469732848181916
"6190",-1.4,-1.4,"whiff","right","curveball",1.76386997526175
"6191",-1.4,-1.4,"whiff","right","fastball",-3.33223049953827
"6192",-1.4,-1.4,"whiff","right","slider",1.98012289513633
"6193",-1.4,-1.3,"barrel","left","changeup",-5.69072191095272
"6194",-1.4,-1.3,"barrel","left","curveball",-4.77713526426203
"6195",-1.4,-1.3,"barrel","left","fastball",-3.28046858499309
"6196",-1.4,-1.3,"barrel","left","slider",-3.74549908585691
"6197",-1.4,-1.3,"barrel","right","changeup",-6.95624626456291
"6198",-1.4,-1.3,"barrel","right","curveball",-6.34073280510261
"6199",-1.4,-1.3,"barrel","right","fastball",-4.20219478610956
"6200",-1.4,-1.3,"barrel","right","slider",-5.81379827082474
"6201",-1.4,-1.3,"strike","left","changeup",0.538882582426739
"6202",-1.4,-1.3,"strike","left","curveball",0.254906002417771
"6203",-1.4,-1.3,"strike","left","fastball",-0.971814898448187
"6204",-1.4,-1.3,"strike","left","slider",1.12864891402719
"6205",-1.4,-1.3,"strike","right","changeup",1.03688979355059
"6206",-1.4,-1.3,"strike","right","curveball",0.695946688108608
"6207",-1.4,-1.3,"strike","right","fastball",-0.410760555119277
"6208",-1.4,-1.3,"strike","right","slider",1.04901131652066
"6209",-1.4,-1.3,"whiff","left","changeup",0.465461888232222
"6210",-1.4,-1.3,"whiff","left","curveball",2.00850451743107
"6211",-1.4,-1.3,"whiff","left","fastball",-3.70441230262815
"6212",-1.4,-1.3,"whiff","left","slider",2.94691753462382
"6213",-1.4,-1.3,"whiff","right","changeup",0.571279555852443
"6214",-1.4,-1.3,"whiff","right","curveball",1.78830714132691
"6215",-1.4,-1.3,"whiff","right","fastball",-3.03361632079436
"6216",-1.4,-1.3,"whiff","right","slider",1.97855771075203
"6217",-1.4,-1.2,"barrel","left","changeup",-5.31546578184102
"6218",-1.4,-1.2,"barrel","left","curveball",-4.44421777164895
"6219",-1.4,-1.2,"barrel","left","fastball",-3.00241306687397
"6220",-1.4,-1.2,"barrel","left","slider",-3.37329834955802
"6221",-1.4,-1.2,"barrel","right","changeup",-6.64110974772756
"6222",-1.4,-1.2,"barrel","right","curveball",-5.76182757037533
"6223",-1.4,-1.2,"barrel","right","fastball",-3.90866045580464
"6224",-1.4,-1.2,"barrel","right","slider",-5.33729170152903
"6225",-1.4,-1.2,"strike","left","changeup",0.625801111694955
"6226",-1.4,-1.2,"strike","left","curveball",0.330379443969669
"6227",-1.4,-1.2,"strike","left","fastball",-0.714854496525071
"6228",-1.4,-1.2,"strike","left","slider",1.17440711783568
"6229",-1.4,-1.2,"strike","right","changeup",1.14392330536896
"6230",-1.4,-1.2,"strike","right","curveball",0.758439834015376
"6231",-1.4,-1.2,"strike","right","fastball",-0.139853789612353
"6232",-1.4,-1.2,"strike","right","slider",1.08534677239728
"6233",-1.4,-1.2,"whiff","left","changeup",0.506927258021133
"6234",-1.4,-1.2,"whiff","left","curveball",2.04650465567708
"6235",-1.4,-1.2,"whiff","left","fastball",-3.40223033917317
"6236",-1.4,-1.2,"whiff","left","slider",2.95811414563624
"6237",-1.4,-1.2,"whiff","right","changeup",0.649451740523948
"6238",-1.4,-1.2,"whiff","right","curveball",1.80311153134744
"6239",-1.4,-1.2,"whiff","right","fastball",-2.75074757722832
"6240",-1.4,-1.2,"whiff","right","slider",1.96971506149157
"6241",-1.4,-1.1,"barrel","left","changeup",-4.97023014305825
"6242",-1.4,-1.1,"barrel","left","curveball",-4.14666365219612
"6243",-1.4,-1.1,"barrel","left","fastball",-2.74660199020438
"6244",-1.4,-1.1,"barrel","left","slider",-3.03821895839421
"6245",-1.4,-1.1,"barrel","right","changeup",-6.35118415223904
"6246",-1.4,-1.1,"barrel","right","curveball",-5.23636985582882
"6247",-1.4,-1.1,"barrel","right","fastball",-3.63590596943114
"6248",-1.4,-1.1,"barrel","right","slider",-4.90118980529388
"6249",-1.4,-1.1,"strike","left","changeup",0.698860041882783
"6250",-1.4,-1.1,"strike","left","curveball",0.394507243733772
"6251",-1.4,-1.1,"strike","left","fastball",-0.484932120895595
"6252",-1.4,-1.1,"strike","left","slider",1.21197583995016
"6253",-1.4,-1.1,"strike","right","changeup",1.23586143020009
"6254",-1.4,-1.1,"strike","right","curveball",0.812104571252851
"6255",-1.4,-1.1,"strike","right","fastball",0.10398714970625
"6256",-1.4,-1.1,"strike","right","slider",1.1133714563735
"6257",-1.4,-1.1,"whiff","left","changeup",0.532485534671747
"6258",-1.4,-1.1,"whiff","left","curveball",2.06525883488561
"6259",-1.4,-1.1,"whiff","left","fastball",-3.11785658207936
"6260",-1.4,-1.1,"whiff","left","slider",2.95960228004994
"6261",-1.4,-1.1,"whiff","right","changeup",0.704717255050298
"6262",-1.4,-1.1,"whiff","right","curveball",1.80889697088321
"6263",-1.4,-1.1,"whiff","right","fastball",-2.48336056297907
"6264",-1.4,-1.1,"whiff","right","slider",1.95407404295527
"6265",-1.4,-1,"barrel","left","changeup",-4.65501499460442
"6266",-1.4,-1,"barrel","left","curveball",-3.88447290590355
"6267",-1.4,-1,"barrel","left","fastball",-2.51303535498431
"6268",-1.4,-1,"barrel","left","slider",-2.74026091236547
"6269",-1.4,-1,"barrel","right","changeup",-6.08646947809735
"6270",-1.4,-1,"barrel","right","curveball",-4.76323570120259
"6271",-1.4,-1,"barrel","right","fastball",-3.38393132698907
"6272",-1.4,-1,"barrel","right","slider",-4.5051327706894
"6273",-1.4,-1,"strike","left","changeup",0.758869103836075
"6274",-1.4,-1,"strike","left","curveball",0.447854524230646
"6275",-1.4,-1,"strike","left","fastball",-0.28073066884539
"6276",-1.4,-1,"strike","left","slider",1.24206848575577
"6277",-1.4,-1,"strike","right","changeup",1.31373323568716
"6278",-1.4,-1,"strike","right","curveball",0.857544058102969
"6279",-1.4,-1,"strike","right","fastball",0.321911775467231
"6280",-1.4,-1,"strike","right","slider",1.13364013506332
"6281",-1.4,-1,"whiff","left","changeup",0.542522069029274
"6282",-1.4,-1,"whiff","left","curveball",2.06538835394306
"6283",-1.4,-1,"whiff","left","fastball",-2.8508463443559
"6284",-1.4,-1,"whiff","left","slider",2.95233699049844
"6285",-1.4,-1,"whiff","right","changeup",0.737589294828171
"6286",-1.4,-1,"whiff","right","curveball",1.8063367751638
"6287",-1.4,-1,"whiff","right","fastball",-2.23116601480313
"6288",-1.4,-1,"whiff","right","slider",1.93216018289105
"6289",-1.4,-0.9,"barrel","left","changeup",-4.36982033647952
"6290",-1.4,-0.9,"barrel","left","curveball",-3.65764553277123
"6291",-1.4,-0.9,"barrel","left","fastball",-2.30171316121378
"6292",-1.4,-0.9,"barrel","left","slider",-2.47942421147182
"6293",-1.4,-0.9,"barrel","right","changeup",-5.84696572530248
"6294",-1.4,-0.9,"barrel","right","curveball",-4.34120531114103
"6295",-1.4,-0.9,"barrel","right","fastball",-3.15273652847842
"6296",-1.4,-0.9,"barrel","right","slider",-4.14873010676454
"6297",-1.4,-0.9,"strike","left","changeup",0.80670707055047
"6298",-1.4,-0.9,"strike","left","curveball",0.491034593466085
"6299",-1.4,-0.9,"strike","left","fastball",-0.100820734166457
"6300",-1.4,-0.9,"strike","left","slider",1.2654592895436
"6301",-1.4,-0.9,"strike","right","changeup",1.37865553349686
"6302",-1.4,-0.9,"strike","right","curveball",0.895412881473189
"6303",-1.4,-0.9,"strike","right","fastball",0.515167614133458
"6304",-1.4,-0.9,"strike","right","slider",1.14675487756389
"6305",-1.4,-0.9,"whiff","left","changeup",0.537455069092518
"6306",-1.4,-0.9,"whiff","left","curveball",2.04756748713007
"6307",-1.4,-0.9,"whiff","left","fastball",-2.60071702252902
"6308",-1.4,-0.9,"whiff","left","slider",2.93735476270783
"6309",-1.4,-0.9,"whiff","right","changeup",0.748624813144454
"6310",-1.4,-0.9,"whiff","right","curveball",1.79616167001534
"6311",-1.4,-0.9,"whiff","right","fastball",-1.99385000526609
"6312",-1.4,-0.9,"whiff","right","slider",1.90454381846181
"6313",-1.4,-0.8,"barrel","left","changeup",-4.11464616868356
"6314",-1.4,-0.8,"barrel","left","curveball",-3.46618153279918
"6315",-1.4,-0.8,"barrel","left","fastball",-2.11263540889278
"6316",-1.4,-0.8,"barrel","left","slider",-2.25570885571324
"6317",-1.4,-0.8,"barrel","right","changeup",-5.63267289385444
"6318",-1.4,-0.8,"barrel","right","curveball",-3.96897305182247
"6319",-1.4,-0.8,"barrel","right","fastball",-2.9423215738992
"6320",-1.4,-0.8,"barrel","right","slider",-3.8315638432504
"6321",-1.4,-0.8,"strike","left","changeup",0.843314555334081
"6322",-1.4,-0.8,"strike","left","curveball",0.524703918667791
"6323",-1.4,-0.8,"strike","left","fastball",0.0563276783830062
"6324",-1.4,-0.8,"strike","left","slider",1.2829769694029
"6325",-1.4,-0.8,"strike","right","changeup",1.43182372667589
"6326",-1.4,-0.8,"strike","right","curveball",0.926411692338822
"6327",-1.4,-0.8,"strike","right","fastball",0.685089982105216
"6328",-1.4,-0.8,"strike","right","slider",1.15336012129872
"6329",-1.4,-0.8,"whiff","left","changeup",0.517732172660084
"6330",-1.4,-0.8,"whiff","left","curveball",2.01251795821923
"6331",-1.4,-0.8,"whiff","left","fastball",-2.36695205173814
"6332",-1.4,-0.8,"whiff","left","slider",2.91576502115124
"6333",-1.4,-0.8,"whiff","right","changeup",0.738419956758597
"6334",-1.4,-0.8,"whiff","right","curveball",1.77915380331912
"6335",-1.4,-0.8,"whiff","right","fastball",-1.77107651548245
"6336",-1.4,-0.8,"whiff","right","slider",1.87183542214248
"6337",-1.4,-0.7,"barrel","left","changeup",-3.88949249121654
"6338",-1.4,-0.7,"barrel","left","curveball",-3.31008090598738
"6339",-1.4,-0.7,"barrel","left","fastball",-1.9458020980213
"6340",-1.4,-0.7,"barrel","left","slider",-2.06911484508974
"6341",-1.4,-0.7,"barrel","right","changeup",-5.44359098375323
"6342",-1.4,-0.7,"barrel","right","curveball",-3.64516596945789
"6343",-1.4,-0.7,"barrel","right","fastball",-2.7526864632514
"6344",-1.4,-0.7,"barrel","right","slider",-3.55319445885484
"6345",-1.4,-0.7,"strike","left","changeup",0.86968067058882
"6346",-1.4,-0.7,"strike","left","curveball",0.549552815261629
"6347",-1.4,-0.7,"strike","left","fastball",0.192323452342564
"6348",-1.4,-0.7,"strike","left","slider",1.29549297307171
"6349",-1.4,-0.7,"strike","right","changeup",1.47449485461396
"6350",-1.4,-0.7,"strike","right","curveball",0.951277268037714
"6351",-1.4,-0.7,"strike","right","fastball",0.833083046217696
"6352",-1.4,-0.7,"strike","right","slider",1.15413353161909
"6353",-1.4,-0.7,"whiff","left","changeup",0.483824098245456
"6354",-1.4,-0.7,"whiff","left","curveball",1.96099870388313
"6355",-1.4,-0.7,"whiff","left","fastball",-2.14900823244994
"6356",-1.4,-0.7,"whiff","left","slider",2.88873439349155
"6357",-1.4,-0.7,"whiff","right","changeup",0.70760161043615
"6358",-1.4,-0.7,"whiff","right","curveball",1.75613565139224
"6359",-1.4,-0.7,"whiff","right","fastball",-1.56249220105018
"6360",-1.4,-0.7,"whiff","right","slider",1.83467694306427
"6361",-1.4,-0.6,"barrel","left","changeup",-3.69435930407845
"6362",-1.4,-0.6,"barrel","left","curveball",-3.18934365233584
"6363",-1.4,-0.6,"barrel","left","fastball",-1.80121322859936
"6364",-1.4,-0.6,"barrel","left","slider",-1.91964217960132
"6365",-1.4,-0.6,"barrel","right","changeup",-5.27971999499885
"6366",-1.4,-0.6,"barrel","right","curveball",-3.36837266299771
"6367",-1.4,-0.6,"barrel","right","fastball",-2.58383119653503
"6368",-1.4,-0.6,"barrel","right","slider",-3.31317012423152
"6369",-1.4,-0.6,"strike","left","changeup",0.886822227145033
"6370",-1.4,-0.6,"strike","left","curveball",0.56629092979537
"6371",-1.4,-0.6,"strike","left","fastball",0.308820525328048
"6372",-1.4,-0.6,"strike","left","slider",1.3039031517156
"6373",-1.4,-0.6,"strike","right","changeup",1.50796115797365
"6374",-1.4,-0.6,"strike","right","curveball",0.970767018117277
"6375",-1.4,-0.6,"strike","right","fastball",0.960590294635518
"6376",-1.4,-0.6,"strike","right","slider",1.14977175075413
"6377",-1.4,-0.6,"whiff","left","changeup",0.436214746042012
"6378",-1.4,-0.6,"whiff","left","curveball",1.89378991353879
"6379",-1.4,-0.6,"whiff","left","fastball",-1.94632715374222
"6380",-1.4,-0.6,"whiff","left","slider",2.85746217683625
"6381",-1.4,-0.6,"whiff","right","changeup",0.656814213795662
"6382",-1.4,-0.6,"whiff","right","curveball",1.72795272261712
"6383",-1.4,-0.6,"whiff","right","fastball",-1.36773382275181
"6384",-1.4,-0.6,"whiff","right","slider",1.79372830706363
"6385",-1.4,-0.5,"barrel","left","changeup",-3.5292466072693
"6386",-1.4,-0.5,"barrel","left","curveball",-3.10396977184456
"6387",-1.4,-0.5,"barrel","left","fastball",-1.67886880062695
"6388",-1.4,-0.5,"barrel","left","slider",-1.80729085924798
"6389",-1.4,-0.5,"barrel","right","changeup",-5.1410599275913
"6390",-1.4,-0.5,"barrel","right","curveball",-3.13718369645424
"6391",-1.4,-0.5,"barrel","right","fastball",-2.43575577375009
"6392",-1.4,-0.5,"barrel","right","slider",-3.11103963910594
"6393",-1.4,-0.5,"strike","left","changeup",0.895754620150226
"6394",-1.4,-0.5,"strike","left","curveball",0.575626920791866
"6395",-1.4,-0.5,"strike","left","fastball",0.407470532215159
"6396",-1.4,-0.5,"strike","left","slider",1.30910210922671
"6397",-1.4,-0.5,"strike","right","changeup",1.53351307825995
"6398",-1.4,-0.5,"strike","right","curveball",0.985637297600655
"6399",-1.4,-0.5,"strike","right","fastball",1.0690532057872
"6400",-1.4,-0.5,"strike","right","slider",1.14097045101367
"6401",-1.4,-0.5,"whiff","left","changeup",0.37538734251978
"6402",-1.4,-0.5,"whiff","left","curveball",1.81167069036307
"6403",-1.4,-0.5,"whiff","left","fastball",-1.75835118215574
"6404",-1.4,-0.5,"whiff","left","slider",2.82314599853849
"6405",-1.4,-0.5,"whiff","right","changeup",0.586701309216904
"6406",-1.4,-0.5,"whiff","right","curveball",1.69544934819385
"6407",-1.4,-0.5,"whiff","right","fastball",-1.18643864709968
"6408",-1.4,-0.5,"whiff","right","slider",1.74964852117711
"6409",-1.4,-0.4,"barrel","left","changeup",-3.39415440078909
"6410",-1.4,-0.4,"barrel","left","curveball",-3.05395926451354
"6411",-1.4,-0.4,"barrel","left","fastball",-1.57876881410406
"6412",-1.4,-0.4,"barrel","left","slider",-1.73206088402972
"6413",-1.4,-0.4,"barrel","right","changeup",-5.02761078153057
"6414",-1.4,-0.4,"barrel","right","curveball",-2.95024345607804
"6415",-1.4,-0.4,"barrel","right","fastball",-2.30846019489656
"6416",-1.4,-0.4,"barrel","right","slider",-2.94636903322246
"6417",-1.4,-0.4,"strike","left","changeup",0.897454469780918
"6418",-1.4,-0.4,"strike","left","curveball",0.578242385177576
"6419",-1.4,-0.4,"strike","left","fastball",0.489862036774178
"6420",-1.4,-0.4,"strike","left","slider",1.311950287191
"6421",-1.4,-0.4,"strike","right","changeup",1.5523917787909
"6422",-1.4,-0.4,"strike","right","curveball",0.996615578524749
"6423",-1.4,-0.4,"strike","right","fastball",1.15985821225595
"6424",-1.4,-0.4,"strike","right","slider",1.12839873901664
"6425",-1.4,-0.4,"whiff","left","changeup",0.301806661143173
"6426",-1.4,-0.4,"whiff","left","curveball",1.71539038586113
"6427",-1.4,-0.4,"whiff","left","fastball",-1.58454397862218
"6428",-1.4,-0.4,"whiff","left","slider",2.78693775206543
"6429",-1.4,-0.4,"whiff","right","changeup",0.497881864078312
"6430",-1.4,-0.4,"whiff","right","curveball",1.6594376167834
"6431",-1.4,-0.4,"whiff","right","fastball",-1.01825779233715
"6432",-1.4,-0.4,"whiff","right","slider",1.7030714268899
"6433",-1.4,-0.3,"barrel","left","changeup",-3.28908268463781
"6434",-1.4,-0.3,"barrel","left","curveball",-3.03931213034277
"6435",-1.4,-0.3,"barrel","left","fastball",-1.50091326903071
"6436",-1.4,-0.3,"barrel","left","slider",-1.69395225394653
"6437",-1.4,-0.3,"barrel","right","changeup",-4.93937255681668
"6438",-1.4,-0.3,"barrel","right","curveball",-2.80631142008817
"6439",-1.4,-0.3,"barrel","right","fastball",-2.20194445997447
"6440",-1.4,-0.3,"barrel","right","slider",-2.81876118051576
"6441",-1.4,-0.3,"strike","left","changeup",0.892815480900438
"6442",-1.4,-0.3,"strike","left","curveball",0.574761052118299
"6443",-1.4,-0.3,"strike","left","fastball",0.557448733288049
"6444",-1.4,-0.3,"strike","left","slider",1.31323507547448
"6445",-1.4,-0.3,"strike","right","changeup",1.56573304778812
"6446",-1.4,-0.3,"strike","right","curveball",1.0043675703567
"6447",-1.4,-0.3,"strike","right","fastball",1.23427403812924
"6448",-1.4,-0.3,"strike","right","slider",1.11266891405175
"6449",-1.4,-0.3,"whiff","left","changeup",0.215898015985646
"6450",-1.4,-0.3,"whiff","left","curveball",1.60563473139567
"6451",-1.4,-0.3,"whiff","left","fastball",-1.424414739403
"6452",-1.4,-0.3,"whiff","left","slider",2.74989153482199
"6453",-1.4,-0.3,"whiff","right","changeup",0.390922295262978
"6454",-1.4,-0.3,"whiff","right","curveball",1.62066067050304
"6455",-1.4,-0.3,"whiff","right","fastball",-0.86287199686167
"6456",-1.4,-0.3,"whiff","right","slider",1.65457705237624
"6457",-1.4,-0.2,"barrel","left","changeup",-3.21403145881547
