"","Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop"
"295","Dylan Bundy","CH","R","L",325,81.0729230769231,1358.84615384615,-1.01655384615385,0.5164,0.116923076923077,0.227692307692308,0.0153846153846154
"296","Dylan Bundy","CU","R","L",166,72.1704819277108,2154.44578313253,0.661686746987952,-0.899156626506024,0.0240963855421687,0.397590361445783,0.0120481927710843
"297","Dylan Bundy","FF","R","L",437,88.8828375286041,2348.37299771167,-0.400205949656751,1.62414187643021,0.0686498855835241,0.244851258581236,0.011441647597254
"298","Dylan Bundy","FF","R","R",428,89.1207943925234,2356.54906542056,-0.355163551401869,1.59707943925234,0.0841121495327104,0.294392523364486,0.0233644859813084
"299","Dylan Bundy","SI","R","R",141,89.768085106383,2185.23404255319,-1.01397163120567,1.41737588652482,0.049645390070922,0.198581560283688,0.0354609929078014
"300","Dylan Bundy","SL","R","R",502,79.1340637450199,2405.18326693227,0.437171314741036,-0.0555179282868526,0.155378486055777,0.354581673306773,0.0219123505976096
"301","Mike Clevinger","CH","R","L",179,86.2692737430168,1540.12849162011,-1.20458100558659,0.83391061452514,0.139664804469274,0.29608938547486,0.0111731843575419
"302","Mike Clevinger","FC","R","R",206,86.4038834951456,2471.7427184466,0.379174757281553,0.377815533980583,0.155339805825243,0.310679611650486,0.00970873786407767
"303","Mike Clevinger","FF","R","L",437,93.5173913043478,2289.88558352403,-0.731258581235698,1.43672768878719,0.109839816933639,0.290617848970252,0.0205949656750572
"304","Mike Clevinger","FF","R","R",269,93.8092936802974,2317.96282527881,-0.707583643122677,1.39557620817844,0.0594795539033457,0.252788104089219,0.0223048327137547
"305","Mike Clevinger","SI","R","L",158,93.4430379746835,2247.35443037975,-1.1620253164557,1.24088607594937,0.069620253164557,0.291139240506329,0.0316455696202532
"306","Mike Clevinger","SI","R","R",130,92.85,2235.06923076923,-1.17715384615385,1.27430769230769,0.0615384615384615,0.253846153846154,0.0230769230769231
"307","Mike Clevinger","SL","R","L",138,79.5601449275362,2434.97826086957,1.33934782608696,-0.11731884057971,0.072463768115942,0.282608695652174,0.0144927536231884
"308","Mike Clevinger","SL","R","R",259,80.0621621621622,2453.54054054054,1.28509652509653,-0.132857142857143,0.123552123552124,0.239382239382239,0.00386100386100387
"309","Zach Davies","CH","R","L",320,79.6521875,1684.94375,-1.18446875,0.69153125,0.1375,0.221875,0.00937499999999999
"310","Zach Davies","CH","R","R",442,79.7423076923077,1663.43310657596,-1.15180995475113,0.740837104072398,0.201357466063348,0.298642533936652,0.0180995475113122
"311","Zach Davies","FC","R","L",124,87.6258064516129,2144.74193548387,-0.393064516129032,1.10153225806452,0.0564516129032258,0.120967741935484,0.0161290322580645
"312","Zach Davies","SI","R","L",422,89.186018957346,2074.663507109,-1.25497630331754,1.02950236966825,0.0284360189573459,0.317535545023697,0.0165876777251185
"313","Zach Davies","SI","R","R",714,89.7260504201681,2086.45365168539,-1.23491596638655,1.03980392156863,0.0364145658263306,0.282913165266106,0.0168067226890756
"314","Adrian Houser","CH","R","L",167,85.477245508982,1547.77844311377,-1.24892215568862,0.57251497005988,0.119760479041916,0.221556886227545,0.0059880239520958
"315","Adrian Houser","CU","R","L",118,81.214406779661,1973.05084745763,0.559322033898305,-1.10338983050847,0.0338983050847458,0.220338983050847,0.0169491525423729
"316","Adrian Houser","FF","R","L",220,94.2340909090909,2220.76818181818,-0.777136363636364,1.28831818181818,0.0590909090909091,0.231818181818182,0.00909090909090911
"317","Adrian Houser","FF","R","R",108,94.3740740740741,2201.49074074074,-0.799166666666667,1.2662962962963,0.0555555555555556,0.287037037037037,0.00925925925925925
"318","Adrian Houser","SI","R","L",336,93.7089285714286,2083.36826347305,-1.33446428571429,0.739910714285714,0.0505952380952381,0.25,0.0148809523809524
